Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\BPod Panel Due\Project Outputs for BPod Panel Due\Assembly Outputs\Generates pick and place files.csv

========================================================================================================================
File Design Information:

Date:       28/10/25
Time:       10:52
Revision:   54159a12e24615d6fe647be37016555d73f76274
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C20_6","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","252.3000","102.2000","90","0603 Multilayer Ceramic Capacitors MLCC"
"C20_5","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","230.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_4","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","207.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_3","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","184.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_2","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","161.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_1","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","138.2750","103.4000","180","0603 Multilayer Ceramic Capacitors MLCC"
"C19_12","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","416.9000","59.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_11","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","416.9000","83.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_10","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","416.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_9","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","393.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_8","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","370.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_7","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","347.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_6","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","255.3000","102.2000","90","0603 Multilayer Ceramic Capacitors MLCC"
"C19_5","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","232.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_4","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","209.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_3","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","186.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C19_2","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","163.9000","107.1250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C2","C0805-22uF-25V","TopLayer","CAP_CHIP_0805","41.5960","114.8750","180","0805 Multilayer Ceramic Capacitors MLCC"
"C1","C0805-22uF-25V","TopLayer","CAP_CHIP_0805","37.0560","114.8750","0","0805 Multilayer Ceramic Capacitors MLCC"
"SW1","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","378.0000","36.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"CN18","STEREO OUT","TopLayer","PJ-3920","402.2500","12.0000","0","3.5mm Headphone Jack 30V 500mA Plugin Audio Connectors"
"CN13_39","DIG IO","TopLayer","BNC-AMP-112515","309.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_37","DIG IO","TopLayer","BNC-AMP-112515","263.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_31","DIG IO","TopLayer","BNC-AMP-112515","171.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_29","DIG IO","TopLayer","BNC-AMP-112515","125.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_23","DIG IO","TopLayer","BNC-AMP-112515","79.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_21","DIG IO","TopLayer","BNC-AMP-112515","33.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_15","DIG IO","TopLayer","BNC-AMP-112515","332.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_13","DIG IO","TopLayer","BNC-AMP-112515","286.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_6","DIG IO","TopLayer","BNC-AMP-112515","240.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_4","DIG IO","TopLayer","BNC-AMP-112515","194.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_2","DIG IO","TopLayer","BNC-AMP-112515","148.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN12","DIG IO","TopLayer","BNC-AMP-112515","355.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN10","DIG IO","TopLayer","BNC-AMP-112515","355.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN9","RJ45-6339160-1","TopLayer","6339160-1","10.2750","56.0000","270","CONN MOD JACK 8P8C R/A SHIELDED"
"CN8","DUE H","TopLayer","PIN_2.54_2X13P","97.6960","97.1880","90","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"SW4_2","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","309.0000","108.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"SW4_1","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","263.0000","108.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"SW3","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","263.0000","84.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"SW2_4","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","240.0000","36.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"SW2_3","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","217.0000","36.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"SW2_2","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","10.0000","36.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"SW2_1","LVL_SW","TopLayer","SW_SLIDE_OS202013MT8","378.0000","84.0000","180","Switch Slide ON ON DPDT Top Slide 0.3A 30VDC 10000Cycles PC Pins Thru-Hole Bulk"
"CN17_2","PIN HEADER","TopLayer","PIN_2.54_2X5P","292.0000","108.0000","270","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"CN17_1","PIN HEADER","TopLayer","PIN_2.54_2X5P","280.0000","108.0000","270","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"CN16","PIN HEADER","TopLayer","PIN_2.54_2X8P","263.0000","62.5400","270","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"CN15_4","PIN HEADER","TopLayer","PIN_2.54_2X6P","240.0000","14.0000","270","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"CN15_2","PIN HEADER","TopLayer","PIN_2.54_2X6P","10.0000","14.0000","270","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"CN15_1","PIN HEADER","TopLayer","PIN_2.54_2X6P","377.9750","60.0000","270","Straight Policy 2.5mm 6mm -40?~+105? 3mm 2.54mm Double Row Black Brass 2.54mm Plugin,P=2.54mm Pin Headers"
"CN14_12","SIG IN","TopLayer","BNC-AMP-112515","401.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_11","SIG IN","TopLayer","BNC-AMP-112515","401.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_10","SIG IN","TopLayer","BNC-AMP-112515","401.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_9","SIG IN","TopLayer","BNC-AMP-112515","378.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_8","SIG IN","TopLayer","BNC-AMP-112515","355.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_7","SIG IN","TopLayer","BNC-AMP-112515","332.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_6","SIG IN","TopLayer","BNC-AMP-112515","240.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_5","SIG IN","TopLayer","BNC-AMP-112515","217.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_4","SIG IN","TopLayer","BNC-AMP-112515","194.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_3","SIG IN","TopLayer","BNC-AMP-112515","171.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_2","SIG IN","TopLayer","BNC-AMP-112515","148.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN14_1","SIG IN","TopLayer","BNC-AMP-112515","125.0000","108.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_43","DIG IO","TopLayer","BNC-AMP-112515","309.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_41","DIG IO","TopLayer","BNC-AMP-112515","263.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_44","DIG IO","TopLayer","BNC-AMP-112515","332.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_42","DIG IO","TopLayer","BNC-AMP-112515","286.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_40","DIG IO","TopLayer","BNC-AMP-112515","332.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_38","DIG IO","TopLayer","BNC-AMP-112515","286.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_35","DIG IO","TopLayer","BNC-AMP-112515","171.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_33","DIG IO","TopLayer","BNC-AMP-112515","125.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_36","DIG IO","TopLayer","BNC-AMP-112515","194.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_34","DIG IO","TopLayer","BNC-AMP-112515","148.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_32","DIG IO","TopLayer","BNC-AMP-112515","194.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_30","DIG IO","TopLayer","BNC-AMP-112515","148.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_27","DIG IO","TopLayer","BNC-AMP-112515","79.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_25","DIG IO","TopLayer","BNC-AMP-112515","33.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_28","DIG IO","TopLayer","BNC-AMP-112515","102.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_26","DIG IO","TopLayer","BNC-AMP-112515","56.0000","12.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_24","DIG IO","TopLayer","BNC-AMP-112515","102.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_22","DIG IO","TopLayer","BNC-AMP-112515","56.0000","36.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_19","DIG IO","TopLayer","BNC-AMP-112515","332.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_17","DIG IO","TopLayer","BNC-AMP-112515","286.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_20","DIG IO","TopLayer","BNC-AMP-112515","355.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_18","DIG IO","TopLayer","BNC-AMP-112515","309.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_16","DIG IO","TopLayer","BNC-AMP-112515","355.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_14","DIG IO","TopLayer","BNC-AMP-112515","309.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_12","DIG IO","TopLayer","BNC-AMP-112515","240.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_10","DIG IO","TopLayer","BNC-AMP-112515","194.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_8","DIG IO","TopLayer","BNC-AMP-112515","148.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_11","DIG IO","TopLayer","BNC-AMP-112515","217.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_9","DIG IO","TopLayer","BNC-AMP-112515","171.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_7","DIG IO","TopLayer","BNC-AMP-112515","125.0000","60.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_5","DIG IO","TopLayer","BNC-AMP-112515","217.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN13_3","DIG IO","TopLayer","BNC-AMP-112515","171.0000","84.0000","0","RF BNC Connector, Female, Board Mount, Solder Terminal, Jack"
"CN7","DUE G","TopLayer","PIN_2.54_1X2P","97.6660","69.1980","0","Straight Policy 2.5mm 6P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
"CN6","DUE C","TopLayer","PIN_2.54_1X6P","82.5060","117.4430","0","Straight Policy 2.5mm 6P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
"CN5","DUE F","TopLayer","PIN_2.54_1X8P","79.9660","69.1980","0","Straight Policy 2.5mm 8P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
"CN4","DUE E","TopLayer","PIN_2.54_1X8P","57.1060","69.1980","0","Straight Policy 2.5mm 8P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
"CN3","DUE B","TopLayer","PIN_2.54_1X8P","62.1860","117.4430","0","Straight Policy 2.5mm 8P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
"CN2","DUE A","TopLayer","PIN_2.54_1X6P","41.8850","117.4430","0","Straight Policy 2.5mm 6P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
"CN1","DUE D","TopLayer","PIN_2.54_1X8P","35.2620","69.1980","0","Straight Policy 2.5mm 8P 6mm -40?~+105? 3mm 2.54mm Single Row Black Brass 1x10P Plugin,P=2.54mm Pin Headers ROHS"
